,name,address
903,구미봉곡점,"경상북도 구미시 봉곡동 봉곡남로9길 7, 1층 101호"
904,구미문성점,"경상북도 구미시 고아읍 들성로 7길 19, 1층"
905,구미도량점,경상북도 구미시 야은로 413
906,구미1동점,경기도 성남시 분당구  미금일로 75
907,구리교문점,경기도 구리시 교문동 757-1번지
908,구룡포점,경상북도 포항시 남구 구룡포읍 호미로 253-2
909,구로5동점,서울특별시 구로구  구로중앙로28길 31
910,구로3동점,"서울특별시 구로구  디지털로27길 16, 106호"
911,구래1호점,경기도   김포시   김포한강9로12번길 97-14 101호
912,괴안범박점,경기도 부천시 소사구 괴안동 242-10번지
913,광탄점,경기도 파주시 광탄면 혜음로 1122
914,광주효천점,"광주광역시 남구  효우2로26번길 18,1층 108호"
915,광주화정점,광주광역시 서구 화정동 827-20
916,광주학동점,광주광역시 동구  의재로 54
917,광주하남점,광주광역시 광산구  목련로 142
918,광주하나로클럽점, 
919,광주풍암점,"광주광역시 서구  풍암순환로 183, 208호"
920,광주첨단점,광주광역시 광산구  월계로 92-1
921,광주진월점,광주광역시 남구  서문대로 633번길 17
922,광주중흥점,광주광역시 북구  우치로 27번길 26
923,광주주월점,광주광역시 남구  회서로 11번길 13
924,광주일곡점,광주광역시 북구  일곡택지로 55
925,광주운암점,광주광역시 북구 운암동 885-56번지
926,광주운남점,광주광역시 광산구  임방울대로 142-14
927,광주용봉점,"광주광역시 북구 서암대로 74-1, 103호"
928,광주오포점,경기도 광주시 오포읍 양벌리 562-8번지
929,광주양산점,"광주광역시  북구  양산택지로89, 1층(본촌동)"
930,광주수완점,"광주광역시 광산구  장신로 62, 1층 104호"
931,광주송정점,경기도 광주시 송정동 110-8번지
932,광주송정도산점,광주광역시 광산구 남동길 48번길 53
933,광주상무점,광주광역시 서구  치평동 1168
934,광주봉선점,광주광역시 남구 봉선동 1011-6번지
935,광주백운점,"광주광역시 남구 백운로 29, 1층"
936,광주문흥점,"광주광역시 북구 천지인로 173번길 22, A-102(문흥동,광명상가)"
937,광주두암점,"광주광역시 북구  삼정로 71, 104호"
938,광주동천동림점,광주광역시 서구  동천로 10번길 12-2
939,광주금호점,광주광역시 서구  금부로번길 9
940,광주구시청점,광주광역시 동구  백서로 125번길 28-1
941,광정점,경기도 군포시  고산로643번길 9
942,광장점,서울특별시 광진구  아차산로 70길 75 광장현대아파트
943,광양중마점,"전라남도 광양시  공영로 10,,상가동 102호(중동,금광1차아파트)"
944,광양광영점,전라남도 광양시  광영로 83
945,"광안2,4동점",부산광역시 수영구 광안동 168-7번지
946,"광명3,4동점",경기도 광명시 광명동 158-321
947,광교도청점,"경기도 수원시 영통구  센트럴타운로 111, 104호(이의동, 광교스타힐스 오피스텔)"
948,광교1호점,"경기도 용인시 수지구  광교중앙로 315, 광교티타워102호"
949,관교구월2호점,인천광역시 남동구  문화서로28번길 8
950,과천1호점,"경기도 과천시  별양로 12, 레미안슈르A상가 1011호"
951,공주중동점,"충청남도 공주시  가구점길3, 1층"
952,공주신관점,"충청남도 공주시  흑수골길 48, 1층"
953,공릉2동점,"서울특별시 노원구  노원로 62, 101호"
954,"공릉1,3동점",서울특별시 노원구 공릉동 573-20
955,공도2호점,경기도 안성시 공도읍 만정리 814-1
956,곤지암점,경기도 광주시 곤지암읍 평촌길 60
957,곡성점,전라남도 곡성군 곡성읍 읍내리 250-8
958,곡반정점,경기도 수원시 권선구 곡반정동 507-8 101호
959,고흥읍점,전라남도 고흥군 고흥읍 봉황길 32-1
960,고흥녹동점,전라남도 고흥군 도양읍 녹동남촌1길 24-1
961,고한사북점,강원도 정선군 사북읍 중앙로 68번지
962,고척2동점,서울특별시 구로구  고척로 180
963,고창점,전라북도 고창군 고창읍 월곡공원1길 18
964,고양화정2동점,경기도 고양시 덕양구 성신로 10 101(화정동)
965,고양화정1동점,경기도 고양시 덕양구 화정동 923-11번지
966,고양성사점,경기도 고양시 덕양구  호국로 790번길 42-4
967,"고덕1,2동점",서울특별시 강동구  상일로 161
968,고강점,"경기도 부천시  원종로 106, 101호(고강동)"
969,계룡점,충청남도 계룡시  금암로 155-11
970,경주황성금장점,경상북도 경주시  용담로116번길 7
971,경주보문점,"경상북도 경주시  보문로 402-31,106호"
972,경주동천용강점,경상북도 경주시  동천로 63
973,경산하양점,경상북도 경산시 하양읍 하양역길 18
974,경산진량점,경상북도 경산시 진량읍 낙산길 22-1
975,경산옥산정평점,경상북도 경산시  강변서로 51길 22
976,경북청송점,경상북도 청송군 청송읍 중앙로 236
977,경북청도점,경상북도 청도군 청도읍 고수리 152-27
978,경북의성점,경상북도 의성군 의성읍 중앙길 59
979,경북울진점,경상북도 울진군 울진읍 울진중앙로 186-4
980,경북영주점,경상북도 영주시 하망동 549-5번지
981,경북성주점,경상북도 성주군 성주읍 성주순환로162
982,경북석적점,경상북도 칠곡군 석적읍 석적로 954
983,경북상주점,경상북도 상주시  남성3길 31
984,경북봉화점,"경상북도 봉화군 봉화읍 신시장1길 4, 105호"
985,경북문경점,경상북도 문경시  반쟁이3길9
986,경복궁점,"서울특별시 종로구 사직로 사직로 114, 101호"
987,경남합천점,경상남도 합천군 합천읍 합천리 충효로 4길 10
988,경남함양점,경상남도 함양군 교산길 2
989,경남하동점,경상남도 하동군 하동읍 경서대로 106
990,경남사천점,경상남도 사천시 사천읍 사주리 90-15
991,경남밀양점,경상남도 밀양시  밀양대로 1770-1 (삼문동)
992,경남남해점,경상남도 남해군 남해읍 화전로 78번길 11
993,경남고성점,경상남도 고성군 고성읍 중앙로 15번길 8
994,경기용문점,경기도 양평군 용문면 용문로375
995,경기고양점,경기도 고양시 덕양구  읍내로 83-7
996,검암지구점,인천광역시 서구   승학로 587
997,거창점,"경상남도 거창군 거창읍 공수들7길 20, 1층"
998,거제중곡점,"경상남도 거제시  해명로4길 8, 엘리유리안2차 아파트 상가 106호"
999,거제장평점,경상남도 거제시  장평동 1198-2
1000,거제장승포점,"경상남도 거제시  능포로4길 5, 107호"
1001,거제옥포점,경상남도 거제시  옥포중앙로 87-1
1002,거제연초점,경상남도 거제시  거제북로 48
1003,거제아주점,경상남도 거제시  아주1로 112
1004,거제상문점,경상남도 거제시 문동동 578-13번지
1005,거제사등점,경상남도 거제시 거제면 두동로 44
1006,거제고현점,경상남도 거제시  거제중앙로5길 28 -1
1007,거여역점,서울특별시 송파구 오금로 484
1008,거모점,경기도 시흥시 도일로 143(거모동)
1009,개포4동점,"서울특별시 강남구  개포로 20길 32, 1층"
1010,개포2동점,"서울특별시 강남구   선릉로12길 5, 102-나호"
1011,개봉1동점,서울특별시 구로구  고척로21길 17-1
1012,"개금1,2동점",부산광역시 부산진구  엄광로 52-1
1013,강화점,인천광역시 강화군 강화읍 강화대로 199
1014,강저지구점,충청북도 제천시 영천동 2209
1015,강원횡성점,강원도 횡성군 횡성읍 북천리115-52
1016,강원장평점,"강원도 평창군 용평면 금송1길 49, 1층"
1017,강릉홍제내곡점,강원도 강릉시  남산초교길 12번길 16
1018,강릉포남점,강원도 강릉시  강릉대로 457번길 25
1019,강릉택지점,강원도 강릉시 율곡초교길 43번길 17
1020,강릉유천점,"강원도 강릉시  선수촌로79-1, 101호(홍제동)"
1021,강릉성덕점,강원도 강릉시 입암동 498-12
1022,강남세곡점,"서울특별시 강남구  밤고개로 227, 지상1층 105호,106호"
1023,감정점,"경기도 김포시  북변1로 36, 106호"
1024,갈현2동점,서울특별시 은평구 갈현2동 506-33번지
1025,갈매점,"경기도 구리시 갈매순환로204 8-52, 101호 전면 왼쪽상가"
1026,갈말점,강원도 철원군 갈말읍 명성로139번길 13-22
1027,간성점,강원도 고성군 간성읍 간성로 67
1028,간석점,인천광역시 남동구  예술로 278
1029,가평점,경기도 가평군 가평읍 오리나무길 41-15
1030,가좌1호점,인천광역시 서구 가좌동 7번지
1031,가정점,"인천광역시 서구  염곡로498번안길 11-1, 1층 일부"
1032,가양점,서울특별시 강서구 가양동 1479-3번지 1층 104호
1033,가산점,서울특별시 금천구 가산동 151-25
1034,가락본동점,서울특별시 송파구  송파대로30길 41-34
1035,가곡수동점,경기도 남양주시 수동면 비룡로 716
1036,[폐]경북성주점, 
